region_id,sa1_no,residents,Median_age,Median_total_personal_income_weekly,Birthplace_Australia_Persons,Birthplace_Australia_Persons_percentage,Language_spoken_at_home_English_only_Persons,English_Percentage,Australian_citizen_Persons,AU_percentage,Age_of_Persons_attending_an_educational_institution_25_years_and_over_Persons,Highest_year_of_school_completed_Year_12_or_equivalent_Persons,Median_rent_weekly
2100364.6200818345,21501138704.0,337.08337590630805,44.0,445.91819770575154,299.64868332382457,0.86,226.69942158034763,0.9481434085322383,286.28881551874224,0.9318097360415052,6.0,115.81347689620378,193.47435151820963
2100366.138175208,21401137513.0,318.6508469501111,39.0,502.0,340.77202697727176,0.88,381.7848209819967,0.919853196941854,326.2769310319127,0.8882087192325779,10.0,91.44788924912672,272.01703244999237
2100383.7117745467,20403107438.0,320.73515811863854,34.0,724.2555155429048,211.8227620108313,0.91,220.86534804674397,0.8802335418285704,386.97533725370783,0.9388510725385483,6.0,156.75151440570707,230.0
2100384.1199231045,21601140609.0,353.0329103785071,49.0,487.68931277741177,246.56292569103923,0.84,354.17312733875673,0.8796345205090351,312.5054373483361,0.8670204515326478,14.0,93.87824604524735,190.0
2100387.066956942,21203130025.0,465.4076855486208,34.0,597.0641236378148,501.5273696089672,0.85,393.9702123194769,0.8911687665387827,375.67584671169425,0.8858556570200719,15.0,102.0,230.0
2100388.6249145204,21702143203.0,458.13476395755356,34.0,541.261325881548,393.74186050875034,0.76,324.87806043922825,0.9207202495611205,252.94393397281831,0.9304118612160207,23.820627226350723,88.96957133660223,300.0
2100392.2330905176,21402138029.0,254.71173088718493,54.0,353.3712630305766,259.74535543994085,0.77,422.0741330790561,0.9196770885301371,296.6117511819236,0.9458021022175447,6.0,101.63332737040751,200.0
2100394.5108824326,20101100225.0,406.0510109260842,52.37247760348942,697.8054942528856,109.69645045176294,0.6992566110468813,300.25076495170896,0.7553554462458377,108.11914421549258,0.8263226028956924,7.0,180.73450893831568,258.4731944504454
2100401.694299067,21402138042.0,207.13992653377795,35.07607260156511,661.9032386092642,213.66980624508395,0.82,279.7296280158099,0.8347813059751187,328.54637108977363,0.9356463255081232,6.0,160.46211847589953,0.0
2100401.9245670456,20302104125.0,609.3819461770469,36.23674809447015,596.9359100288012,525.5427878581264,0.87,306.43426864326426,0.9002932409729071,280.5937029921795,0.9355081535845166,18.0,66.9699673809173,94.90762437407464
2100405.2370345597,20303104902.0,494.3040819867319,51.0,654.1438447031095,66.38409106625122,0.716648585246244,104.59570125196196,0.8322216043719144,227.56317705246894,0.876778923223556,9.694956011512863,163.73939742018354,200.0
2100410.480327019,20502108208.0,248.36711725559013,39.78272009195703,489.51731389317837,117.61661829577372,0.86,215.840439743403,0.934948645737434,227.0,0.9108720373924853,6.0,82.0,205.0
2100419.4949929374,21402137921.0,390.0880493934861,32.83370050492484,374.2763210011276,363.6080447137184,0.86,342.53089054578913,0.9017127233502876,408.47143560481226,0.8911858029835645,14.0,122.73961323835664,200.99789560680165
2100422.547680637,20103101401.0,238.45623635571368,57.0,355.06129688150753,426.7888840950751,0.8,287.1647663890441,0.9138519922514632,238.5959728729349,0.897204859141203,6.0,163.57218646384175,270.0
2100452.8073331127,20201102212.0,487.05871233216624,34.0,681.9828327572601,383.1705864061092,0.87,449.7959803861334,0.9208468235269704,401.0904040807658,0.9519843430521931,16.584501179559982,136.06371419249012,315.9042916956804
2100466.5323680067,20504109536.0,466.2902010601459,48.0,385.0,382.56777191524225,0.86,472.0705940270111,0.8518749466107384,295.5860030824125,0.9551801478466019,7.0,99.35063417519899,66.61447750673864
2100470.24334289,20403107320.0,827.7143162276083,33.0,650.5923742056,531.2298496955431,0.8288538447047403,757.6379489064184,0.8869188622080404,871.2916468355618,0.8444585447034397,39.62998259572918,178.32798013449684,353.44664262394724
2100494.0790107134,20102101107.0,529.3006372096755,42.0,417.17837482733796,617.466417043934,0.77,489.84546226865524,0.7998966213438883,411.04632279486947,0.9320862680541748,12.0,127.54653425390765,129.13859878097364
2100501.0314908186,21105128628.0,424.1084165368609,42.0,385.5906686453782,173.61121400785277,0.82,343.0,0.9102519561815466,382.9960439189676,0.8842043611627635,9.67110803239274,50.61961372069687,9.420463774542608
2100504.5280110976,20504109505.0,399.0,47.0,429.5299884124841,235.49170192414314,0.83,558.003558270718,0.9292135204219346,265.92668150240104,0.9275434077058639,15.0,117.82882070492857,155.0
2100506.66347696,20504109534.0,629.671148868374,17.07879423232207,267.07425528572287,189.91083487791084,0.7423279213072278,340.85993688213676,0.8416969663923909,316.0631907827055,0.8050330030877977,13.0,116.51642043152971,69.52504578018194
2100507.4331851685,20501107722.0,438.89090097817007,53.84897234852796,663.4172754499081,252.34762956835493,0.7002056339221963,184.2609717193359,0.8592888644607434,218.35024755654473,0.8203202887972671,17.606130036173816,32.40512341266143,388.08860846315827
2100510.269263972,21203130038.0,529.8271271630549,33.0,453.0,454.75389122830404,0.86,538.3757302942123,0.969795322527212,469.25729202892046,0.9141788786985566,10.0,77.24519107250525,190.0
2100512.2927678456,21203130006.0,138.6441255978628,36.0,552.0,282.15031651099133,0.79,284.74137366891756,0.8687195517966968,292.3036200085604,0.8873282308014016,14.0,155.69941117433007,225.0
2100515.4079410895,20302104418.0,258.0508935077239,50.0,487.7352563921819,184.57427410931072,0.84,384.81805996241,0.948825299369186,365.2463776557051,0.9317887171879147,15.402978858678754,185.7136407536418,270.2186542221849
2100531.1312877955,20605113101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100531.4059681427,20401105712.0,331.9320644816265,46.0,338.79510520332633,156.7342761149739,0.89,230.99133876909247,0.9775614603826082,275.60810272467523,0.9220567761276077,12.0,76.59039985268222,36.853477015655656
2100534.2017737012,20601110917.0,335.982495236178,37.0,547.018641438098,136.05190067172555,0.84,414.0,0.8370867595468745,382.20444932085417,0.924099239705206,15.0,150.7016130293767,130.3517096091068
2100542.6447964055,20201101810.0,237.85235959831166,34.0,549.0,261.5979605148606,0.77,169.0,0.7288879171954581,365.28411726842063,0.8820697994640133,18.83656535052208,83.0,230.0
2100546.075998025,20504109523.0,340.8712404310545,43.0,411.9000294591689,345.1714364553241,0.8,375.7717741634418,0.9050880322714877,376.5601848717667,0.9510865068834445,13.0,124.74324742158001,180.0
2100548.305436277,20903121515.0,501.833307379235,37.0,659.3579058132136,303.5154338803807,0.7791489568068827,467.14405138695037,0.8909259842360739,359.1662294786727,0.9121420197050257,11.940019102662866,128.57382009524426,225.54404020358083
2100552.150213715,20302104414.0,521.0,42.0,528.3444068844149,380.1915130486583,0.9,706.050647094991,0.9474138967257817,282.6409546693363,0.9143291937832486,15.0,112.10582107977999,130.0
2100558.3433643,21402137924.0,482.9182052261993,31.0,444.6357011074185,207.3724262744996,0.93,643.7878842227204,0.9157190441723074,563.5695647985433,0.8118984529796559,9.0,122.31221885067725,259.6487632248361
2100561.3023352893,20503108713.0,576.9762130369734,43.0,355.0,386.6101500742889,0.8806913498696716,322.6720464852262,0.9552772162449953,522.3901368519984,0.903210740711469,11.0,236.63036583594862,240.0
2100562.38893845,20401105416.0,373.9301398606858,47.0,433.0,475.8188802435206,0.87,440.59619343392296,0.8991706335508577,539.8480328695442,0.9491177029617912,11.0,46.72158344625933,65.2311491137346
2100567.9017938357,21304135716.0,536.7865357635189,35.0,412.38069219757614,235.33808582872797,0.88,252.81281196009704,0.9127976828206416,337.9896568019997,0.8741756612868635,5.0,72.0,122.64861662518871
2100576.261425675,21701142026.0,303.5584304905475,42.0,533.0,260.93585347729436,0.92,222.20779814991454,0.9319282856180213,291.7158077327489,0.9376522561390468,11.0,72.0,75.87953420982379
2100585.2462777607,20102101019.0,573.4474249556837,51.0,390.0,400.52820655577176,0.784044220574531,526.3196321211735,0.9165540481952543,401.5757786479119,0.9136994805111525,6.0,141.60334693933606,65.98368331613898
2100586.4121265416,20903121206.0,552.8176322480372,40.0,715.3951056701521,394.05272746510497,0.83,513.5082372406671,0.9691016427857313,316.1930419895016,0.9796737773756814,15.585095003356374,165.26573075679434,305.25564798404497
2100597.1014200337,21501139202.0,232.56990535539614,37.0,447.0,276.0,0.91,313.53328982132246,0.975453243753874,258.4734338702465,0.6794811969136457,13.0,63.0,180.0
2100610.4083968555,21502139701.0,524.5555971111163,27.0,500.0,532.1971976976741,0.78,616.392363648581,0.8668831480419446,225.6649854683308,0.9250674360218357,10.0,51.0959361972773,305.1221959466017
2100616.0672270586,20901120208.0,429.8711477379851,32.52443940785431,593.729303039064,464.15205600877687,0.81,410.03483202671197,0.8626329992379025,358.4202710832438,0.9443952224327192,14.0,192.85662785194523,270.0
2100628.621208902,21105128320.0,495.6060101574012,39.0,570.0,442.12672488820095,0.86,411.6143611402365,0.880918985314886,327.3384098192829,0.9325060200895244,4.071918013971624,157.91952867710933,250.0
2100631.19039154,20102101006.0,474.53037020166244,44.0,457.9103546371855,394.0,0.88,391.3364397325722,0.9605473570061679,736.0546628726813,0.9489045241129186,6.0,118.0,160.0
2100634.587544774,20504109736.0,312.4218224421916,31.0,576.8111559963089,223.29339828688148,0.83,341.9804049957222,0.8981956756175867,403.2326672648404,0.8820533846672227,6.0,127.0,166.4518086762366
2100643.43051781,21004124103.0,696.7349553635164,37.0,520.3381864716283,438.1671845401214,0.85,576.3496862649382,0.9127949751583186,363.7355505265982,0.9308955135895359,13.0,70.40470120382783,260.0
2100645.810925849,21105128308.0,176.99414294725966,30.0,508.3729957923506,191.08938635640584,0.78,172.5014703729676,0.8395935902898699,259.530486734007,0.7990517944685597,15.0,74.8390001100867,260.0
2100645.9071431607,21501139022.0,517.0613131992927,45.0,432.60945451714,497.03255021700926,0.87,537.4713055945277,0.9203641201531421,480.8880408171807,0.9002166402748963,6.0,102.62275633876393,135.0
2100650.388846274,20301103511.0,310.0,40.0,522.0,269.92295279013024,0.91,124.23002606966101,0.9136601131525952,215.65356288434918,0.9342785321057215,12.0,45.82969068267808,230.0
2100652.741977276,20501107606.0,689.6531387993373,34.0,612.8960429165884,620.6400154478756,0.8596917926171859,795.9055798364559,0.8765898278206875,506.7041643113984,0.9245803160794177,34.80867624606564,279.5215635187214,280.36338685940535
2100656.974781106,20302104218.0,448.04467897541747,44.0,459.0,390.2137129786837,0.86,344.10521000410466,0.9753982401241357,529.3998866845085,0.9373892108146191,10.0,116.0,170.0
2100674.120517774,20103101704.0,397.491843640975,45.0,441.69145611856584,288.47085865455017,0.89,311.81639519341536,0.9449632297990147,356.54583306303806,0.8899845486238409,7.0,40.27500080312973,130.0
2100679.713871123,21304135313.0,473.0,51.0,375.45297354551246,324.04898879808155,0.8,274.2534212743402,0.8934638062213308,315.3806372093787,0.935732094539588,12.0,88.7051355227232,240.0
2100681.1019916614,20202102816.0,400.5087515050239,47.0,444.5912728409324,257.37282793682994,0.84,286.995946327399,0.8757215259014531,296.7959407342355,0.9315507532212466,13.0,153.9058114398718,223.9313974889045
2100681.3232746376,20201102024.0,299.092302765331,40.0,587.7721679596009,334.4349285935442,0.9,482.0463876239654,0.9610388967388442,486.1224760901306,0.9479910500153815,7.0,149.91099125991192,200.0
2100682.70263408,20303104828.0,360.7491683545071,44.0,528.2986070498895,404.28009557726045,0.85,340.5400083293384,0.9450217120266681,296.11299302639975,0.9190286971257005,12.0,133.40812918441978,250.0
2100686.1530423234,21105127719.0,105.17880194920474,78.46709240562726,355.6570323667164,312.96806541125903,0.7232666591198853,423.490013071451,0.8666499558912182,143.24799111127044,0.8420817993919985,0.0,13.217433479661691,0.0
2100701.069795068,21105128120.0,576.070508752106,38.0,750.3769909959549,374.00247296394105,0.85,427.601921055977,0.9575902857477023,431.9486126532861,0.9403983507292845,18.0,193.0780687748419,300.0
2100712.4275654415,20201101907.0,633.8770848070195,44.0,484.29249889993815,373.85803231516485,0.91,481.45068433283467,0.9385487876229126,425.5287668619626,0.9386687996392292,12.0,127.0,185.0
2100713.8783832937,21402138541.0,199.17852994910564,36.0,412.8460408536699,248.12309932975307,0.89,200.0,0.9341171267099149,220.0692191309081,0.9594973518160071,10.0,66.0,123.16396661366278
2100714.897940124,20201102222.0,1380.5439837207518,34.21289249956962,782.9622271996725,532.2797795291801,0.8707364681785351,738.8986012451429,0.9257984931554628,1279.4052950727878,0.9346995356015295,48.312093495761644,471.3409260349238,295.0
2100717.562872265,20302104510.0,297.201687080647,47.0,441.93117315840476,392.29188658380514,0.82,282.8143906209497,0.8934334173423337,376.7302543410832,0.859878262804029,7.0,189.1596641520095,140.204227760382
2100718.739893192,20302104038.0,648.2901385417534,42.0,405.9169467042375,343.5801121896194,0.78,483.22382232874327,0.8525281182980623,541.146729980074,0.9054088568842922,12.326566615419912,120.00474303139552,140.0
2100722.820851503,21203130212.0,382.3228782260687,30.0,503.38421606705754,365.55361044103563,0.85,356.2951959849374,0.8174052188902645,508.9829233056807,0.8653882120579056,6.0,183.40624405899595,240.0
2100726.6783392066,21003123861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100727.178018338,20402106624.0,410.59713868215636,42.0,456.08838521562836,196.49443489288282,0.85,394.0,0.9195938551568587,411.11682165136347,0.9115862511518262,8.0,149.44542334604517,250.0
2100728.131889085,21603141748.0,600.280467643839,33.0,210.21255027239243,251.52107942304949,0.77,354.96329165080556,0.7590582640719059,435.53818389139684,0.8907228409986659,9.0,130.20614982776226,141.94396704164276
2100730.826035608,20401105722.0,69.11503982022774,54.33443189378298,562.5928977466907,238.13350155266747,0.77,189.92421465313487,0.8761109950607725,77.98981706700613,0.8907896073711771,22.54953218754079,103.48352729023074,253.973713012645
2100737.449100913,20103101403.0,202.30298080790058,50.0,344.83476553152366,334.041551568399,0.9,311.92700610277603,0.9322366245848314,429.13538480558054,0.9478278668071055,12.0,111.95188166117688,188.0
2100739.5120496233,21402138543.0,385.0,41.0,494.0,344.0,0.87,174.80344757846865,0.8956401785328606,292.8496973675863,0.9046577091949425,7.0,87.79409359800934,185.0
2100743.6420279862,20103101301.0,447.2480675024313,44.0,394.0,190.15236331888656,0.9,304.4404302781427,0.9278227737963924,291.9503119958755,0.9579076103104718,2.9690420406992657,140.6910720289365,160.0
2100746.1749479957,21503140520.0,302.61794452347164,40.0,504.4571143864879,397.1022836462209,0.89,322.19653629933305,0.9703000930505121,320.13173494398444,0.8813946080544439,12.0,116.26729323475566,129.21235400248923
2100759.0578021435,21103126708.0,383.5779386242517,37.0,695.2247149031406,345.8911003662746,0.8,387.656674372426,0.9029024189999408,330.0,0.9161392908098802,12.0,194.59202349233715,260.0
2100762.0904694935,21501139002.0,513.4046283725065,50.0,478.0,164.00519448869397,0.8376000161202813,393.4312630863848,0.9258688634944227,215.44446009274114,0.9706666516469425,12.0,98.0,160.0
2100766.3735876465,20303105333.0,323.3263986914452,42.0,723.074520761633,255.0148769879047,0.83,453.10250491546776,0.982021106860512,286.45291337029994,0.981448119904822,8.0,213.26146139106424,385.43817088027885
2100767.1537501835,20403107201.0,488.72737451052876,46.0,467.5661617006245,288.546813749346,0.9369763763314929,372.70150997082976,0.8231244986590558,495.44644555267405,0.8850263027674222,15.0,22.020382683542984,150.0
2100772.42168213,21603141507.0,538.8479835716245,37.0,507.0,403.29791061974686,0.89,396.0,0.9637208273102105,344.42243249664335,0.9044529146325829,10.0,80.0685938424368,439.32589429298525
2100797.741310421,20501107916.0,621.6812894277291,45.0,498.0,404.0,0.83,397.6534300945945,0.9669157108653603,411.75793570784964,0.9131355191270735,6.0,127.0,268.56092995110197
2100798.002905886,20401105910.0,592.8453135059198,48.0,400.1781585690789,297.2035605704446,0.77,293.33571797247663,0.9360908169886015,584.7884216976345,0.9169870828763823,18.0,108.75569878807879,140.0
2100801.8137776926,20904122420.0,345.1887016055443,33.0,505.94520954505737,298.9275025676497,0.85,528.4574090406732,0.8883477644371321,252.56458456546216,0.8615872009354939,8.0,96.0,190.0
2100808.311777884,20403107007.0,136.28722641324777,43.120258475247184,663.888241862286,240.90009998966426,0.7035068635553549,81.61456106985456,0.7695840452679439,265.7354235197311,0.8450771613373002,7.0,197.36970137393087,265.3927235208942
2100809.2825671164,20504109748.0,364.3742316145732,42.0,550.7312183963178,351.4531560903915,0.8900887205321565,400.9590068651483,0.9112821835232143,366.8816575771988,0.917561428987741,7.0,85.25143414650275,250.0
2100835.543372911,21105128138.0,484.1114538637038,27.865647441194675,370.4764725588415,317.6907193027362,0.75,292.4327892978816,0.7709725830923242,323.9350296558933,0.8789188067789646,26.6732305683448,134.0,227.4276486516085
2100841.7815608047,20302104012.0,387.1268035252354,33.0,622.9314856046598,344.7972181954983,0.7881072516684574,441.3801908544235,0.7087244439541721,372.1079825094584,0.860204730130629,6.7599676513168685,120.3989334885803,66.53079990214185
2100847.5798666957,21201128946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100847.906566203,20302103930.0,430.47207964822957,36.0,1.9959860190323009,314.4270816557534,0.74,332.925541759119,0.8439638064971352,300.9832485111742,0.8561562169862491,9.0,87.55359616563618,201.67851968346642
2100856.129920129,21502139516.0,390.5889675090452,38.0,439.7080172274437,353.83575837460455,0.88,345.28507317210585,0.9235811871544366,292.77037115167496,0.9343219759873491,7.0,103.50166131696433,98.4731175037783
2100857.2903894526,21502139914.0,441.98035486695335,49.0,444.47079707906346,428.2542666951475,0.88,397.083928152857,0.9601474596406457,472.8528869676946,0.9098103304215199,5.0,137.0,150.84859802292647
2100867.1206932445,21103126605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100873.023684441,21401137147.0,143.005769900947,33.0,570.5067332283892,286.9226743982172,0.8,267.04520681972514,0.8754340038513015,209.49498499533388,0.7913118387445213,3.0,85.28575746040902,4.580997527015674
2100878.6139704045,21201128813.0,518.7510250618793,37.0,502.7840344564184,537.0381795691228,0.91,328.9808366298271,0.8974255465130114,487.98580018711885,0.9274000357668122,23.64276680603374,143.73104995573257,20.166666976188417
2100881.8609846584,20201101903.0,267.3176418937129,49.0,436.2136195557579,263.3041479182638,0.87,360.06960749859445,0.9377962915686525,169.4441353835407,0.9317395641914282,4.942479829381677,114.98849156132394,8.052073182072723
2100883.124035165,21401137430.0,352.2021213598831,36.0,503.7242116461092,250.93558987964843,0.91,365.0018562810503,0.9700900860472219,437.58877022929096,0.9373266927661538,10.0,111.0,220.0
2100885.0721842702,20504109535.0,433.18345862819444,42.0,382.0834745037151,308.27518421138996,0.8,465.1451000976319,0.9041417799661912,369.17850412688,0.9427996088243289,5.0,50.07419320613298,155.0
2100897.0774005293,21101126003.0,245.25875574088013,24.786686755669333,0.0,3.0,1.0,105.46203269443816,0.938788211205368,230.57433078072611,1.0,1.023492174806172,0.0,166.23085252355506
2100910.5701754154,20201101919.0,397.30488727850786,42.0,508.93791725631763,228.1102488265591,0.81,431.56220865088335,0.8796906935547786,400.7186289620839,0.9163539118224686,12.0,85.35700704156126,210.0
2100911.3952604835,20101100322.0,826.7700336890098,33.0,613.4011571138185,588.510548153657,0.87,641.9735439582478,0.8533517106453159,790.9280730471604,0.8511805104900824,17.642859626281503,246.80505205481177,230.0
2100912.8335836106,20101100319.0,333.5837323948845,40.0,411.53846828673363,333.49395140711084,0.83,343.0,0.9575134368877605,384.0,0.8892565175458227,10.0,96.0,290.0
2100917.8857197147,20103101604.0,584.1853037562674,50.0,361.0,368.1751289594772,0.82,371.56780500868723,0.9370448597281043,425.02920612525224,0.9530464068137873,17.233889070180872,157.6195570922435,266.25575098909707
2100920.680902938,20201102018.0,437.6910366985503,47.0,472.5739423840436,523.0900330607733,0.83,510.723163846697,0.9672435805967469,413.08777423273506,0.9517659331432496,7.0,109.0,38.538547370898236
2100933.57254316,21105128305.0,283.3860782365713,34.0,536.0444441962532,115.53868862609889,0.79,208.2785049847444,0.8962708985675126,292.3473340935258,0.8708180937034523,13.0,104.58409872412622,289.9156055610063
2100937.015470318,20302104226.0,454.76894388657144,26.0,373.1758774571595,282.80741230105804,0.88,93.00060679384288,0.8371536676241224,68.35067896601305,0.903650231587614,0.0,38.756239963388715,0.0
2100945.7500874847,21702142903.0,441.43506599367333,50.37999963369982,413.69813625867346,290.495139308569,0.78,279.7655062189712,0.9082349909263829,433.1896692943631,0.8955090234044608,12.0,157.8285116455624,270.0
2100949.541642789,21201128814.0,366.19438533921243,38.0,509.0,344.6165818886026,0.83,309.9990142642035,0.8570886200463842,538.6356346994302,0.9001897911336345,10.0,105.0,250.0
2100949.5666600848,20302104322.0,260.32043440418784,34.0,526.3900305011294,197.46369753068709,0.79,132.66955020191074,0.8723670917879234,319.4115972532625,0.9441894553503504,3.0,127.0,200.0
2100951.0156203266,20201102206.0,648.0973903943877,35.0,563.0,440.4245730176298,0.83,547.5645249755954,0.9112845870359064,457.0,0.914876537283621,8.728324622242893,199.8840108605976,230.0
2100959.858770468,20501107910.0,455.6320051519116,44.0,546.8554899263897,445.3670081046545,0.83,447.35484714195667,0.9498398506487422,579.8802393137623,0.9220448804634629,9.0,222.51976308773936,228.0
2100961.551654791,21304135709.0,552.0983066384032,34.417297197331344,658.355588478357,440.1336319955055,0.87,482.0,0.9440518867416987,383.21374810110154,0.9057532141800727,11.431326957857067,95.77728119741707,235.5592569738645
